6155,6245
8004,8114
8507,9283
10088,10257
12957,13054
13660,15966
18723,18873
23159,23443
24865,26716
27335,29296
30445,30707
32069,33213
34532,35024
35907,42717
48076,48560
62089,62452
62523,62681
64066,64340
64984,65205
70043,70157
74484,75483
77679,78216
80156,80526
83946,85496
87104,87758
89123,89460
91955,94319
99062,99301
100778,101498
102065,102503
103171,103402
