1884,2136
2642,3346
3857,4067
4170,4419
10569,11126
13074,13221
23483,23699
42815,43100
44593,44872
45545,45618
48638,49743
51765,52078
52460,52652
52776,53123
54814,56663
57619,57748
58143,58258
59738,60211
60888,61014
62731,63303
67701,68736
70188,70321
75570,76739
77088,77182
78251,78384
78519,78813
80555,80898
95376,96414
97498,98313
98332,98416
99325,99540
